"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1957-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","5103","","","","0"
"1957-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","6921","","","","0"
"1957-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","5875","","","","0"
"1957-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","7474","","","","0"
"1958-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","6900","","","","0"
"1958-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","7031","","","","0"
"1958-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","9478","","","","0"
"1958-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","14217","","","","0"
"1959-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","7280","","","","0"
"1959-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","9192","","","","0"
"1959-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","9288","","","","0"
"1959-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","11225","","","","0"
"1960-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","6973","","","","0"
"1960-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","9527","","","","0"
"1960-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","8210","","","","0"
"1960-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","9407","","","","0"
"1961-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","5362","","","","0"
"1961-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","6931","","","","0"
"1961-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","7472","","","","0"
"1961-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","7060","","","","0"
"1962-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","8276","","","","0"
"1962-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","8011","","","","0"
"1962-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","8592","","","","0"
"1962-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","11837","","","","0"
"1963-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","8421","","","","0"
"1963-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","12250","","","","0"
"1963-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","12131","","","","0"
"1963-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","13167","","","","0"
"1964-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","12674","","","","0"
"1964-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","15859","","","","0"
"1964-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","16595","","","","0"
"1964-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","17658","","","","0"
"1965-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","15141","","","","0"
"1965-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","17526","","","","0"
"1965-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","16665","","","","0"
"1965-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","15774","","","","0"
"1966-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","16143","","","","0"
"1966-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","20388","","","","0"
"1966-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","20325","","","","0"
"1966-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","17359","","","","0"
"1967-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","12198","","","","0"
"1967-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","16565","","","","0"
"1967-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","14517","","","","0"
"1967-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","17811","","","","0"
"1968-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","13899","","","","0"
"1968-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","18881","","","","0"
"1968-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","20147","","","","0"
"1968-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","25432","","","","0"
"1969-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","18373","","","","0"
"1969-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","29732","","","","0"
"1969-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","23368","","","","0"
"1969-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","27459","","","","0"
"1970-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","17488","","","","0"
"1970-04","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","24818","","","","0"
"1970-07","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","24865","","","","0"
"1970-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","21502","","","","0"
